Date,Month,FileOrigin,Description,Amount,Currency,Category
20/08/2024,2024-08,Amex Joint JulyOctober,The Raven Bath,7.40,GBP,Activities
20/08/2024,2024-08,Amex Joint JulyOctober,The Raven Bath,22.80,GBP,Activities
20/08/2024,2024-08,Amex Joint JulyOctober,ZETTLE *LANDRACE BAKERY BATH,16.10,GBP,Activities
19/08/2024,2024-08,Amex Joint JulyOctober,Cafe Lucca Bath,16.06,GBP,Activities
19/08/2024,2024-08,Amex Joint JulyOctober,JIGSAW BATH 006 BATH,52.00,GBP,Shopping
19/08/2024,2024-08,Amex Joint JulyOctober,THERMAE BATH SPA BATH,5.00,GBP,Entertainment
19/08/2024,2024-08,Amex Joint JulyOctober,THERMAE BATH SPA BATH,82.00,GBP,Entertainment
19/08/2024,2024-08,Amex Joint JulyOctober,WAITROSE BATH BATH,1.25,GBP,Groceries
19/08/2024,2024-08,Amex Joint JulyOctober,WAITROSE BATH BATH,53.20,GBP,Groceries
18/08/2024,2024-08,Amex Joint JulyOctober,AMZNMKTPLACE*EE85V6S35 AMAZON.CO.UK,33.29,GBP,Shopping
18/08/2024,2024-08,Amex Joint JulyOctober,Bath Bun Tea Shoppe Bath,18.70,GBP,Shopping
18/08/2024,2024-08,Amex Joint JulyOctober,ETSY UK LONDON,20.34,GBP,Shopping
18/08/2024,2024-08,Amex Joint JulyOctober,TOAST UK LONDON,59.00,GBP,Shopping
17/08/2024,2024-08,Amex Joint JulyOctober,APPLE.COM/BILL HOLLYHILL,19.99,GBP,Subscriptions
17/08/2024,2024-08,Amex Joint JulyOctober,BOOTS THE CHEMIST BATH,3.40,GBP,Toiletries
17/08/2024,2024-08,Amex Joint JulyOctober,BOOTS THE CHEMIST BATH,5.10,GBP,Toiletries
17/08/2024,2024-08,Amex Joint JulyOctober,BOOTS THE CHEMIST BATH,27.99,GBP,Toiletries
17/08/2024,2024-08,Amex Joint JulyOctober,Upstairs at Landrace Bath,20.20,GBP,Activities
17/08/2024,2024-08,Amex Joint JulyOctober,Upstairs at Landrace Bath,56.10,GBP,Activities
17/08/2024,2024-08,Amex Joint JulyOctober,WAITROSE BATH BATH,20.13,GBP,Groceries
17/08/2024,2024-08,Amex Joint JulyOctober,WATERSTONES BATH,8.99,GBP,Shopping
17/08/2024,2024-08,Amex Joint JulyOctober,ZETTLE *AVELLINO_S ITAL BATH,3.00,GBP,Activities
16/08/2024,2024-08,Amex Joint JulyOctober,FIRST GREATER WESTERN SWINDON,6.80,GBP,Transportation
16/08/2024,2024-08,Amex Joint JulyOctober,LONDON CAMERA EXCHANGE BATH,14.99,GBP,Shopping
16/08/2024,2024-08,Amex Joint JulyOctober,TFL TRAVEL CHARGE TFL.GOV.UK/CP,3.00,GBP,Transportation
16/08/2024,2024-08,Amex Joint JulyOctober,TFL TRAVEL CHARGE TFL.GOV.UK/CP,3.00,GBP,Transportation
15/08/2024,2024-08,Amex Joint JulyOctober,JOLENE HORNSEY ROAD (BA London,3.90,GBP,Activities
15/08/2024,2024-08,Amex Joint JulyOctober,JOLENE HORNSEY ROAD (BA London,15.20,GBP,Activities
15/08/2024,2024-08,Amex Joint JulyOctober,Morris's of Bond Street London,26.00,GBP,Shopping
15/08/2024,2024-08,Amex Joint JulyOctober,TFL TRAVEL CHARGE TFL.GOV.UK/CP,3.70,GBP,Transportation
14/08/2024,2024-08,Amex Joint JulyOctober,BOLT LONDON,16.80,GBP,Transportation
14/08/2024,2024-08,Amex Joint JulyOctober,DELIVEROO LONDON,110.78,GBP,Groceries
14/08/2024,2024-08,Amex Joint JulyOctober,LIME*PASS FZY2 LONDON,36.99,GBP,Transportation
14/08/2024,2024-08,Amex Joint JulyOctober,LIME*PASS X23Q LONDON,36.99,GBP,Transportation
14/08/2024,2024-08,Amex Joint JulyOctober,LIME*RIDE FZY2 LONDON,3.77,GBP,Transportation
14/08/2024,2024-08,Amex Joint JulyOctober,LIME*RIDE X23Q LONDON,0.30,GBP,Transportation
14/08/2024,2024-08,Amex Joint JulyOctober,LIME*RIDE X23Q LONDON,3.31,GBP,Transportation
14/08/2024,2024-08,Amex Joint JulyOctober,M&S CROUCH END SIMPLY F LONDON,39.62,GBP,Groceries
14/08/2024,2024-08,Amex Joint JulyOctober,TFL TRAVEL CHARGE TFL.GOV.UK/CP,3.70,GBP,Transportation
14/08/2024,2024-08,Amex Joint JulyOctober,THE JAR - HEALTHY VENDI LONDON,1.69,GBP,Activities
14/08/2024,2024-08,Amex Joint JulyOctober,THE JAR - HEALTHY VENDI LONDON,1.69,GBP,Activities
14/08/2024,2024-08,Amex Joint JulyOctober,THE JAR - HEALTHY VENDI LONDON,2.99,GBP,Activities
14/08/2024,2024-08,Amex Joint JulyOctober,THE JAR - HEALTHY VENDI LONDON,3.38,GBP,Activities
14/08/2024,2024-08,Amex Joint JulyOctober,THE JAR - HEALTHY VENDI LONDON,4.68,GBP,Activities
13/08/2024,2024-08,Amex Joint JulyOctober,BOLT LONDON,22.60,GBP,Transportation
13/08/2024,2024-08,Amex Joint JulyOctober,DELIVEROO LONDON,59.08,GBP,Groceries
13/08/2024,2024-08,Amex Joint JulyOctober,SAINSBURY'S SPRMRKTS LT LONDON,4.20,GBP,Groceries
13/08/2024,2024-08,Amex Joint JulyOctober,TFL TRAVEL CHARGE TFL.GOV.UK/CP,3.70,GBP,Transportation
13/08/2024,2024-08,Amex Joint JulyOctober,THE JAR - HEALTHY VENDI LONDON,2.99,GBP,Activities
13/08/2024,2024-08,Amex Joint JulyOctober,THE JAR - HEALTHY VENDI LONDON,8.97,GBP,Activities
12/08/2024,2024-08,Amex Joint JulyOctober,1014 Grays Inn Road London,1.49,GBP,Uncategorised
12/08/2024,2024-08,Amex Joint JulyOctober,AMZNMKTPLACE*EO4CO3EV5 AMAZON.CO.UK,19.99,GBP,Shopping
12/08/2024,2024-08,Amex Joint JulyOctober,JOLENE HORNSEY ROAD (BA London,3.90,GBP,Activities
12/08/2024,2024-08,Amex Joint JulyOctober,JOLENE HORNSEY ROAD (BA London,15.20,GBP,Activities
12/08/2024,2024-08,Amex Joint JulyOctober,M&S MUSWELL HILL LONDON,6.20,GBP,Groceries
12/08/2024,2024-08,Amex Joint JulyOctober,POST OFFICE GRAYS INN LONDON,9.50,GBP,Utilities
12/08/2024,2024-08,Amex Joint JulyOctober,TFL TRAVEL CHARGE TFL.GOV.UK/CP,3.00,GBP,Transportation
12/08/2024,2024-08,Amex Joint JulyOctober,ZETTLE *K ISMAEL LONDON,3.00,GBP,Shopping
11/08/2024,2024-08,Amex Joint JulyOctober,COFFEENERD TOOWONG,48.00,GBP,Activities
11/08/2024,2024-08,Amex Joint JulyOctober,ETSY UK LONDON,28.00,GBP,Shopping
11/08/2024,2024-08,Amex Joint JulyOctober,JOLENE HORNSEY ROAD (BA London,8.00,GBP,Activities
11/08/2024,2024-08,Amex Joint JulyOctober,LIME*RIDE FZY2 LONDON,4.83,GBP,Transportation
11/08/2024,2024-08,Amex Joint JulyOctober,POPHAMS HACKNEY London,25.20,GBP,Activities
11/08/2024,2024-08,Amex Joint JulyOctober,Wholesale Flowers Natio Buntingford,10.00,GBP,Shopping
10/08/2024,2024-08,Amex Joint JulyOctober,AMAZON.CO.UK*XT5HF46Z5 AMAZON.CO.UK,35.99,GBP,Shopping
10/08/2024,2024-08,Amex Joint JulyOctober,AMZNMKTPLACE*318II8S45 AMAZON.CO.UK,9.99,GBP,Shopping
10/08/2024,2024-08,Amex Joint JulyOctober,AMZNMKTPLACE*F24PG91A5 AMAZON.CO.UK,29.80,GBP,Shopping
10/08/2024,2024-08,Amex Joint JulyOctober,AMZNMKTPLACE*H86E89L15 AMAZON.CO.UK,4.69,GBP,Shopping
10/08/2024,2024-08,Amex Joint JulyOctober,AMZNMKTPLACE*TB9LN0OX5 AMAZON.CO.UK,7.99,GBP,Shopping
10/08/2024,2024-08,Amex Joint JulyOctober,AMZNMKTPLACE*ZY2RH7CB5 AMAZON.CO.UK,50.00,GBP,Shopping
10/08/2024,2024-08,Amex Joint JulyOctober,LGL LTD GUERNSEY,27.98,GBP,Shopping
10/08/2024,2024-08,Amex Joint JulyOctober,WAITROSE CROUCH END CROUCH END,3.29,GBP,Groceries
09/08/2024,2024-08,Amex Joint JulyOctober,Bun House Chinatown London,50.66,GBP,Activities
09/08/2024,2024-08,Amex Joint JulyOctober,DISNEY PLUS HAMMERSMITH,7.99,GBP,Subscriptions
09/08/2024,2024-08,Amex Joint JulyOctober,J and R Kiosk London,1.30,GBP,Groceries
09/08/2024,2024-08,Amex Joint JulyOctober,LIME*PASS FZY2 LONDON,36.99,GBP,Transportation
09/08/2024,2024-08,Amex Joint JulyOctober,LIME*PASS X23Q LONDON,36.99,GBP,Transportation
09/08/2024,2024-08,Amex Joint JulyOctober,LIME*RIDE FZY2 LONDON,8.41,GBP,Transportation
09/08/2024,2024-08,Amex Joint JulyOctober,LIME*RIDE X23Q LONDON,8.41,GBP,Transportation
09/08/2024,2024-08,Amex Joint JulyOctober,POPHAMS HACKNEY London,8.00,GBP,Activities
09/08/2024,2024-08,Amex Joint JulyOctober,TFL TRAVEL CHARGE TFL.GOV.UK/CP,3.00,GBP,Transportation
09/08/2024,2024-08,Amex Joint JulyOctober,XING LONG MEN CHINATOWN LONDON,1.50,GBP,Activities
09/08/2024,2024-08,Amex Joint JulyOctober,XING LONG MEN CHINATOWN LONDON,29.78,GBP,Activities
09/08/2024,2024-08,Amex Joint JulyOctober,ZETTLE *LEIGH BREMNER MILL HILL EAS,5.00,GBP,Shopping
08/08/2024,2024-08,Amex Joint JulyOctober,J and R Kiosk London,1.30,GBP,Groceries
08/08/2024,2024-08,Amex Joint JulyOctober,MARKS AND SPENCER WATER LONDON,10.75,GBP,Groceries
08/08/2024,2024-08,Amex Joint JulyOctober,SAINSBURY'S SPRMRKTS LT LONDON,4.35,GBP,Groceries
08/08/2024,2024-08,Amex Joint JulyOctober,TFL TRAVEL CHARGE TFL.GOV.UK/CP,3.70,GBP,Transportation
08/08/2024,2024-08,Amex Joint JulyOctober,WATERLOO LONDON,14.00,GBP,Transportation
07/08/2024,2024-08,Amex Joint JulyOctober,Crouch End Greens LTD London,14.90,GBP,Groceries
07/08/2024,2024-08,Amex Joint JulyOctober,GAUCHO COVENT GARDEN 8- LONDON,323.18,GBP,Activities
06/08/2024,2024-08,Amex Joint JulyOctober,AMZNMKTPLACE*9Z8Q42MN5 AMAZON.CO.UK,31.24,GBP,Shopping
06/08/2024,2024-08,Amex Joint JulyOctober,WAITROSE CROUCH END CROUCH END,9.48,GBP,Groceries
05/08/2024,2024-08,Amex Joint JulyOctober,J and R Kiosk London,1.30,GBP,Groceries
05/08/2024,2024-08,Amex Joint JulyOctober,PAYMENT RECEIVED - THANK YOU,431.53,GBP,Credit card
04/08/2024,2024-08,Amex Joint JulyOctober,AMZNMKTPLACE*206BM6175 AMAZON.CO.UK,5.03,GBP,Shopping
04/08/2024,2024-08,Amex Joint JulyOctober,BOOTS THE CHEMIST LONDON,3.50,GBP,Toiletries
04/08/2024,2024-08,Amex Joint JulyOctober,JOLENE HORNSEY ROAD (BA London,3.90,GBP,Activities
04/08/2024,2024-08,Amex Joint JulyOctober,JOLENE HORNSEY ROAD (BA London,15.20,GBP,Activities
04/08/2024,2024-08,Amex Joint JulyOctober,LIME*PASS FZY2 LONDON,36.99,GBP,Transportation
04/08/2024,2024-08,Amex Joint JulyOctober,TRAINLINE trainline LONDON,21.10,GBP,Transportation
03/08/2024,2024-08,Amex Joint JulyOctober,Crouch End Greens LTD London,2.88,GBP,Groceries
03/08/2024,2024-08,Amex Joint JulyOctober,GAIL'S CROUCH END LONDON,8.80,GBP,Activities
03/08/2024,2024-08,Amex Joint JulyOctober,GAIL'S CROUCH END LONDON,14.70,GBP,Activities
03/08/2024,2024-08,Amex Joint JulyOctober,LIME*RIDE FZY2 LONDON,3.77,GBP,Transportation
03/08/2024,2024-08,Amex Joint JulyOctober,OPENAI *CHATGPT SUBSCR SAN FRANCISCO,19.45,GBP,Subscriptions
02/08/2024,2024-08,Amex Joint JulyOctober,AMAZON PRIME*266YX2JG5 AMZN.CO.UK/PM,8.99,GBP,Shopping
02/08/2024,2024-08,Amex Joint JulyOctober,AMZNMKTPLACE*7W3ID08B5 AMAZON.CO.UK,170.66,GBP,Shopping
02/08/2024,2024-08,Amex Joint JulyOctober,HUMAN FOREST LONDON,1.00,GBP,Miscellaneous
02/08/2024,2024-08,Amex Joint JulyOctober,J and R Kiosk London,1.30,GBP,Groceries
02/08/2024,2024-08,Amex Joint JulyOctober,TFL TRAVEL CHARGE TFL.GOV.UK/CP,7.40,GBP,Transportation
02/08/2024,2024-08,Amex Joint JulyOctober,TRADEINN RETAL SERVICES CELRA,128.25,GBP,Shopping
02/08/2024,2024-08,Amex Joint JulyOctober,ZETTLE *MATT SUGARPANTS LONDON,3.00,GBP,Shopping
01/08/2024,2024-08,Amex Joint JulyOctober,TFL TRAVEL CHARGE TFL.GOV.UK/CP,7.40,GBP,Transportation
01/08/2024,2024-08,Amex Joint JulyOctober,ZETTLE *R DOREY WELWYN GARDEN,2.50,GBP,Shopping
31/07/2024,2024-07,Amex Joint JulyOctober,Crouch End Greens LTD London,12.06,GBP,Groceries
31/07/2024,2024-07,Amex Joint JulyOctober,M&S CROUCH END SIMPLY F LONDON,26.45,GBP,Groceries
31/07/2024,2024-07,Amex Joint JulyOctober,PAYMENT RECEIVED - THANK YOU,2404.68,GBP,Credit card
30/07/2024,2024-07,Amex Joint JulyOctober,AIRBNB * HMJ3XANJDB LONDON,481.00,GBP,Holiday
30/07/2024,2024-07,Amex Joint JulyOctober,PAYMENT RECEIVED - THANK YOU,326.00,GBP,Credit card
30/07/2024,2024-07,Amex Joint JulyOctober,TRAINLINE trainline LONDON,102.89,GBP,Transportation
29/07/2024,2024-07,Amex Joint JulyOctober,AIRBNB * HM9CMRJQYE LONDON,50.39,GBP,Holiday
28/07/2024,2024-07,Amex Joint JulyOctober,3CPAYMENT*PRET A MANGER LONDON,5.59,GBP,Activities
28/07/2024,2024-07,Amex Joint JulyOctober,TFL TRAVEL CHARGE TFL.GOV.UK/CP,6.70,GBP,Transportation
27/07/2024,2024-07,Amex Joint JulyOctober,GAIL'S CROUCH END LONDON,12.50,GBP,Activities
27/07/2024,2024-07,Amex Joint JulyOctober,SAINSBURYS ONLINE LONDON,95.96,GBP,Groceries
27/07/2024,2024-07,Amex Joint JulyOctober,ZETTLE *TURNING EARTH C LONDON,15.00,GBP,Shopping
26/07/2024,2024-07,Amex Joint JulyOctober,AMZNMKTPLACE*LE6FU6355 AMAZON.CO.UK,55.84,GBP,Shopping
26/07/2024,2024-07,Amex Joint JulyOctober,LIME*PASS LONDON,36.99,GBP,Transportation
25/07/2024,2024-07,Amex Joint JulyOctober,LIME*PASS LONDON,36.99,GBP,Transportation
25/07/2024,2024-07,Amex Joint JulyOctober,LIME*RIDE LONDON,2.90,GBP,Transportation
25/07/2024,2024-07,Amex Joint JulyOctober,LIME*RIDE LONDON,3.61,GBP,Transportation
25/07/2024,2024-07,Amex Joint JulyOctober,LIME*RIDE LONDON,4.06,GBP,Transportation
25/07/2024,2024-07,Amex Joint JulyOctober,PAYMENT RECEIVED - THANK YOU,218.00,GBP,Credit card
25/07/2024,2024-07,Amex Joint JulyOctober,SAINSBURY'S SPRMRKTS LT LONDON,3.20,GBP,Groceries
25/07/2024,2024-07,Amex Joint JulyOctober,TFL TRAVEL CHARGE TFL.GOV.UK/CP,1.90,GBP,Transportation
24/07/2024,2024-07,Amex Joint JulyOctober,AIRBNB * HM9CMRJQYE LONDON,59.78,GBP,Holiday
24/07/2024,2024-07,Amex Joint JulyOctober,SAINSBURY'S SPRMRKTS LT LONDON,5.20,GBP,Groceries
24/07/2024,2024-07,Amex Joint JulyOctober,SAINSBURYS ONLINE LONDON,98.97,GBP,Groceries
24/07/2024,2024-07,Amex Joint JulyOctober,SAINSBURYS ONLINE LONDON,98.97,GBP,Groceries
23/07/2024,2024-07,Amex Joint JulyOctober,APPLE.COM/BILL HOLLYHILL,2.99,GBP,Subscriptions
23/07/2024,2024-07,Amex Joint JulyOctober,TFL TRAVEL CHARGE TFL.GOV.UK/CP,7.10,GBP,Transportation
23/07/2024,2024-07,Amex Joint JulyOctober,THE SERVICE LONDON LTD Mayfair,3.80,GBP,Activities
22/07/2024,2024-07,Amex Joint JulyOctober,TURNING EARTH LEYTON LONDON,245.00,GBP,Subscriptions
22/07/2024,2024-07,Amex Joint JulyOctober,TURNING EARTH LEYTON LONDON,245.00,GBP,Subscriptions
21/07/2024,2024-07,Amex Joint JulyOctober,GAIL'S HAMPSTEAD LONDON,6.85,GBP,Activities
20/07/2024,2024-07,Amex Joint JulyOctober,Crouch End Greens LTD London,1.29,GBP,Groceries
20/07/2024,2024-07,Amex Joint JulyOctober,M&S CROUCH END SIMPLY F LONDON,50.45,GBP,Groceries
19/07/2024,2024-07,Amex Joint JulyOctober,AMZNMKTPLACE*6T4IX7B85 AMAZON.CO.UK,59.95,GBP,Shopping
19/07/2024,2024-07,Amex Joint JulyOctober,TFL TRAVEL CHARGE TFL.GOV.UK/CP,7.40,GBP,Transportation
19/07/2024,2024-07,Amex Joint JulyOctober,ZETTLE *TERENCE FOX LONDON,2.00,GBP,Shopping
18/07/2024,2024-07,Amex Joint JulyOctober,SAINSBURY'S SPRMRKTS LT LONDON,5.20,GBP,Groceries
17/07/2024,2024-07,Amex Joint JulyOctober,APPLE.COM/BILL HOLLYHILL,19.99,GBP,Subscriptions
17/07/2024,2024-07,Amex Joint JulyOctober,M&S CROUCH END SIMPLY F LONDON,21.20,GBP,Groceries
17/07/2024,2024-07,Amex Joint JulyOctober,SAINSBURY'S SPRMRKTS LT LONDON,4.20,GBP,Groceries
16/07/2024,2024-07,Amex Joint JulyOctober,J and R Kiosk London,2.30,GBP,Groceries
16/07/2024,2024-07,Amex Joint JulyOctober,SAINSBURY'S SPRMRKTS LT LONDON,4.20,GBP,Groceries
16/07/2024,2024-07,Amex Joint JulyOctober,SIDNEY ROSE LONDON,2.40,GBP,Shopping
16/07/2024,2024-07,Amex Joint JulyOctober,TFL TRAVEL CHARGE TFL.GOV.UK/CP,3.70,GBP,Transportation
16/07/2024,2024-07,Amex Joint JulyOctober,TFL TRAVEL CHARGE TFL.GOV.UK/CP,7.40,GBP,Transportation
15/07/2024,2024-07,Amex Joint JulyOctober,SAINSBURY'S SPRMRKTS LT LONDON,4.20,GBP,Groceries
14/07/2024,2024-07,Amex Joint JulyOctober,AIRBNB * HM9CMRJQYE LONDON,325.35,GBP,Holiday
14/07/2024,2024-07,Amex Joint JulyOctober,GAIL'S CROUCH END LONDON,15.05,GBP,Activities
14/07/2024,2024-07,Amex Joint JulyOctober,LIME*PASS LONDON,36.99,GBP,Transportation
14/07/2024,2024-07,Amex Joint JulyOctober,LIME*RIDE LONDON,0.57,GBP,Transportation
13/07/2024,2024-07,Amex Joint JulyOctober,ZETTLE *TURNING EARTH C LONDON,18.00,GBP,Shopping
12/07/2024,2024-07,Amex Joint JulyOctober,J and R Kiosk London,2.30,GBP,Groceries
12/07/2024,2024-07,Amex Joint JulyOctober,J and R Kiosk London,3.50,GBP,Groceries
12/07/2024,2024-07,Amex Joint JulyOctober,M&S CROUCH END SIMPLY F LONDON,58.95,GBP,Groceries
12/07/2024,2024-07,Amex Joint JulyOctober,POPHAMS HACKNEY London,3.80,GBP,Activities
12/07/2024,2024-07,Amex Joint JulyOctober,TFL TRAVEL CHARGE TFL.GOV.UK/CP,1.90,GBP,Transportation
11/07/2024,2024-07,Amex Joint JulyOctober,3CPAYMENT*PRET A MANGER LONDON,3.80,GBP,Activities
11/07/2024,2024-07,Amex Joint JulyOctober,LIME*PASS LONDON,36.99,GBP,Transportation
11/07/2024,2024-07,Amex Joint JulyOctober,LIME*RIDE LONDON,12.18,GBP,Transportation
11/07/2024,2024-07,Amex Joint JulyOctober,SUMUP*NKORA LIMITED ST ALBANS,4.00,GBP,Shopping
10/07/2024,2024-07,Amex Joint JulyOctober,J and R Kiosk London,1.30,GBP,Groceries
10/07/2024,2024-07,Amex Joint JulyOctober,SAINSBURYS ONLINE LONDON,97.56,GBP,Groceries
10/07/2024,2024-07,Amex Joint JulyOctober,TFL TRAVEL CHARGE TFL.GOV.UK/CP,3.70,GBP,Transportation
09/07/2024,2024-07,Amex Joint JulyOctober,3CPAYMENT*PRET A MANGER LONDON,5.50,GBP,Activities
09/07/2024,2024-07,Amex Joint JulyOctober,DISNEY PLUS HAMMERSMITH,7.99,GBP,Subscriptions
09/07/2024,2024-07,Amex Joint JulyOctober,ORDER 69205996 17205415 720541544975,70.00,GBP,Shopping
09/07/2024,2024-07,Amex Joint JulyOctober,SAINSBURY'S SPRMRKTS LT LONDON,1.20,GBP,Groceries
09/07/2024,2024-07,Amex Joint JulyOctober,TFL TRAVEL CHARGE TFL.GOV.UK/CP,7.40,GBP,Transportation
09/07/2024,2024-07,Amex Joint JulyOctober,WAITROSE CROUCH END CROUCH END,18.47,GBP,Groceries
08/07/2024,2024-07,Amex Joint JulyOctober,3CPAYMENT*PRET A MANGER LONDON,5.99,GBP,Activities
08/07/2024,2024-07,Amex Joint JulyOctober,AMZNMKTPLACE*Q189V2NB5 AMAZON.CO.UK,31.55,GBP,Shopping
08/07/2024,2024-07,Amex Joint JulyOctober,PAYMENT RECEIVED - THANK YOU,200.00,GBP,Credit card
08/07/2024,2024-07,Amex Joint JulyOctober,TFL TRAVEL CHARGE TFL.GOV.UK/CP,7.90,GBP,Transportation
08/07/2024,2024-07,Amex Joint JulyOctober,TRAINLINE trainline LONDON,12.10,GBP,Transportation
07/07/2024,2024-07,Amex Joint JulyOctober,CAFFE NERO FINIKOUDES .,10.13,GBP,Activities
06/07/2024,2024-07,Amex Joint JulyOctober,CAFFE NERO FINIKOUDES .,9.35,GBP,Activities
06/07/2024,2024-07,Amex Joint JulyOctober,GAIL'S SOHO LONDON,8.60,GBP,Activities
06/07/2024,2024-07,Amex Joint JulyOctober,GETT LONDON London,23.79,GBP,Transportation
06/07/2024,2024-07,Amex Joint JulyOctober,ZETTLE *TURNING EARTH C LONDON,15.00,GBP,Shopping
05/07/2024,2024-07,Amex Joint JulyOctober,3CPAYMENT*PRET A MANGER LONDON,5.99,GBP,Activities
05/07/2024,2024-07,Amex Joint JulyOctober,AIRBNB * HM9FKFHKXQ LONDON,204.88,GBP,Holiday
05/07/2024,2024-07,Amex Joint JulyOctober,SAINSBURY'S LONDON,2.00,GBP,Groceries
05/07/2024,2024-07,Amex Joint JulyOctober,TFL TRAVEL CHARGE TFL.GOV.UK/CP,3.00,GBP,Transportation
05/07/2024,2024-07,Amex Joint JulyOctober,TFL TRAVEL CHARGE TFL.GOV.UK/CP,8.50,GBP,Transportation
05/07/2024,2024-07,Amex Joint JulyOctober,TRAINLINE trainline LONDON,9.10,GBP,Transportation
05/07/2024,2024-07,Amex Joint JulyOctober,W H SMITH GATWICK,12.76,GBP,Shopping
04/07/2024,2024-07,Amex Joint JulyOctober,PAYMENT RECEIVED - THANK YOU,3093.42,GBP,Credit card
04/07/2024,2024-07,Amex Joint JulyOctober,SUMUP*NKORA LIMITED ST ALBANS,3.50,GBP,Shopping
04/07/2024,2024-07,Amex Joint JulyOctober,SUMUP*NKORA LIMITED ST ALBANS,3.60,GBP,Shopping
04/07/2024,2024-07,Amex Joint JulyOctober,TFL TRAVEL CHARGE TFL.GOV.UK/CP,7.40,GBP,Transportation
04/07/2024,2024-07,Amex Joint JulyOctober,ZETTLE *CHIRIAC MUSIC LONDON,5.00,GBP,Shopping
03/07/2024,2024-07,Amex Joint JulyOctober,J and R Kiosk London,1.30,GBP,Groceries
03/07/2024,2024-07,Amex Joint JulyOctober,OPENAI *CHATGPT SUBSCR SAN FRANCISCO,19.59,GBP,Subscriptions
03/07/2024,2024-07,Amex Joint JulyOctober,TFL TRAVEL CHARGE TFL.GOV.UK/CP,3.70,GBP,Transportation
02/07/2024,2024-07,Amex Joint JulyOctober,AMAZON PRIME AMZN.CO.UK/PM,4.50,GBP,Shopping
02/07/2024,2024-07,Amex Joint JulyOctober,AMAZON PRIME*5T40I6QG5 AMZN.CO.UK/PM,8.99,GBP,Shopping
02/07/2024,2024-07,Amex Joint JulyOctober,AMZNMKTPLACE*WF7QV5KL5 AMAZON.CO.UK,143.76,GBP,Shopping
02/07/2024,2024-07,Amex Joint JulyOctober,LIME*PASS LONDON,36.99,GBP,Transportation
02/07/2024,2024-07,Amex Joint JulyOctober,LIME*RIDE LONDON,0.30,GBP,Transportation
01/07/2024,2024-07,Amex Joint JulyOctober,M&S CHANCERY LANE LONDON,4.05,GBP,Groceries
01/07/2024,2024-07,Amex Joint JulyOctober,WAITROSE CROUCH END CROUCH END,2.65,GBP,Groceries
01/08/2024,2024-08,Monzo Lara Flex August,MGP*Vinted London,12.64,GBP,Shopping
01/08/2024,2024-08,Monzo Lara Flex August,MGP*Vinted London,83.35,GBP,Shopping
01/08/2024,2024-08,Monzo Lara Flex August,MGP*Vinted London,6.65,GBP,Shopping
02/08/2024,2024-08,Monzo Lara Flex August,PPOINT_*CU CONVENIENCE London,24.98,GBP,Shopping
02/08/2024,2024-08,Monzo Lara Flex August,MGP*Vinted London,10.95,GBP,Shopping
08/08/2024,2024-08,Monzo Lara Flex August,MGP*Vinted London,13.59,GBP,Shopping
08/08/2024,2024-08,Monzo Lara Flex August,MGP*Vinted London,6.53,GBP,Shopping
08/08/2024,2024-08,Monzo Lara Flex August,MGP*Vinted London,5.36,GBP,Shopping
08/08/2024,2024-08,Monzo Lara Flex August,MGP*Vinted London,12.09,GBP,Shopping
08/08/2024,2024-08,Monzo Lara Flex August,MGP*Vinted London,12.00,GBP,Shopping
08/08/2024,2024-08,Monzo Lara Flex August,MGP*Vinted London,26.70,GBP,Shopping
10/08/2024,2024-08,Monzo Lara Flex August,CLOCKTOWER GREENS LONDON,7.88,GBP,Activities
12/08/2024,2024-08,Monzo Lara Flex August,MGP-VINTED\109 Kesperry House\London\SE13XB,13.59,GBP,Shopping
15/08/2024,2024-08,Monzo Lara Flex August,WETRANSFER* BB2119B7 +31208100779 NLD,11.00,GBP,Shopping
16/08/2024,2024-08,Monzo Lara Flex August,Broadway Cleaners GREAT BRITAI,17.95,GBP,Shopping
16/08/2024,2024-08,Monzo Lara Flex August,Zettle_*James Theory Bath,3.00,GBP,Shopping
17/08/2024,2024-08,Monzo Lara Flex August,Zettle_*Druces Pressed Failand,4.00,GBP,Shopping
18/08/2024,2024-08,Monzo Lara Flex August,Nintendo CA1256426593 Frankfurt am DEU,10.99,GBP,Entertainment
18/08/2024,2024-08,Monzo Lara Flex August,Nintendo CA1256476590 Frankfurt am DEU,12.99,GBP,Entertainment
19/08/2024,2024-08,Monzo Lara Flex August,LA BAGUETTE BATH BA1,1.70,GBP,Activities
19/08/2024,2024-08,Monzo Lara Flex August,Route one Bath,70.00,GBP,Shopping
19/08/2024,2024-08,Monzo Lara Flex August,MGP*Vinted London,9.03,GBP,Shopping
19/08/2024,2024-08,Monzo Lara Flex August,MGP*Vinted London,9.90,GBP,Shopping
20/08/2024,2024-08,Monzo Lara Flex August,MGP*Vinted London,5.36,GBP,Shopping
20/08/2024,2024-08,Monzo Lara Flex August,MGP*Vinted London,4.91,GBP,Shopping
20/08/2024,2024-08,Monzo Lara Flex August,DOROTHYHOUSEBRO BATH,25.00,GBP,Shopping
20/08/2024,2024-08,Monzo Lara Flex August,MGP*Vinted London,46.60,GBP,Shopping
20/08/2024,2024-08,Monzo Lara Flex August,MGP*Vinted London,12.00,GBP,Shopping
21/08/2024,2024-08,Monzo Lara Flex August,MGP*Vinted London,6.98,GBP,Shopping
