Date,Month,FileOrigin,Description,Amount,Category
2024-08-10,2024-08,Amex,AMZNMKTPLACE*H86E89L15  AMAZON.CO.UK,4.69,Shopping
2024-08-10,2024-08,Amex,AMZNMKTPLACE*TB9LN0OX5  AMAZON.CO.UK,7.99,Shopping
2024-08-10,2024-08,Amex,AMZNMKTPLACE*ZY2RH7CB5  AMAZON.CO.UK,50.00,Shopping
2024-08-10,2024-08,Amex,LGL LTD                 GUERNSEY,27.98,Shopping
2024-08-10,2024-08,Monzo,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,-3.00,Transportation & Travel
2024-08-11,2024-08,Amex,COFFEENERD              TOOWONG,48.00,Food & Drink
2024-08-11,2024-08,Amex,POPHAMS HACKNEY         London,25.20,Food & Drink
2024-08-11,2024-08,Monzo,LS The Wells Tavern    London        GBR,-6.40,Food & Drink
2024-08-11,2024-08,Amex,ETSY UK                 LONDON,28.00,Shopping
2024-08-11,2024-08,Amex,Wholesale Flowers Natio Buntingford,10.00,Shopping
2024-08-11,2024-08,Monzo,CLR*hartleyandnoble.co Higham Ferrer GBR,-149.99,Shopping
2024-08-11,2024-08,Amex,JOLENE HORNSEY ROAD (BA London,8.00,Transportation & Travel
2024-08-11,2024-08,Amex,LIME*RIDE FZY2          LONDON,4.83,Transportation & Travel
2024-08-12,2024-08,Amex,1014 Grays Inn Road     London,1.49,Food & Drink
2024-08-12,2024-08,Amex,M&S MUSWELL HILL        LONDON,6.20,Food & Drink
2024-08-12,2024-08,Amex,ZETTLE *K ISMAEL        LONDON,3.00,Miscellaneous
2024-08-12,2024-08,Amex,AMZNMKTPLACE*EO4CO3EV5  AMAZON.CO.UK,19.99,Shopping
2024-08-12,2024-08,Amex,POST OFFICE  GRAYS INN  LONDON,9.50,Shopping
2024-08-12,2024-08,Monzo,MGP-VINTED\109 Kesperry House\London\SE13XB       GBR,13.59,Shopping
2024-08-12,2024-08,Amex,JOLENE HORNSEY ROAD (BA London,3.90,Transportation & Travel
2024-08-12,2024-08,Amex,JOLENE HORNSEY ROAD (BA London,15.20,Transportation & Travel
2024-08-12,2024-08,Amex,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,3.00,Transportation & Travel
2024-08-13,2024-08,Amex,DELIVEROO               LONDON,59.08,Food & Drink
2024-08-13,2024-08,Amex,SAINSBURY'S SPRMRKTS LT LONDON,4.20,Food & Drink
2024-08-13,2024-08,Amex,THE JAR - HEALTHY VENDI LONDON,2.99,Food & Drink
2024-08-13,2024-08,Amex,THE JAR - HEALTHY VENDI LONDON,8.97,Food & Drink
2024-08-13,2024-08,Amex,BOLT                    LONDON,22.60,Transportation & Travel
2024-08-13,2024-08,Amex,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,3.70,Transportation & Travel
2024-08-13,2024-08,Monzo,,140.00,Uncategorized
2024-08-13,2024-08,Monzo,,-140.00,Uncategorized
2024-08-13,2024-08,Monzo,,8.00,Uncategorized
2024-08-13,2024-08,Monzo,,-8.00,Uncategorized
2024-08-13,2024-08,Monzo,,150.00,Uncategorized
2024-08-13,2024-08,Monzo,,-150.00,Uncategorized
2024-08-14,2024-08,Amex,DELIVEROO               LONDON,110.78,Food & Drink
2024-08-14,2024-08,Amex,M&S CROUCH END SIMPLY F LONDON,39.62,Food & Drink
2024-08-14,2024-08,Amex,THE JAR - HEALTHY VENDI LONDON,1.69,Food & Drink
2024-08-14,2024-08,Amex,THE JAR - HEALTHY VENDI LONDON,2.99,Food & Drink
2024-08-14,2024-08,Amex,THE JAR - HEALTHY VENDI LONDON,3.38,Food & Drink
2024-08-14,2024-08,Amex,THE JAR - HEALTHY VENDI LONDON,4.68,Food & Drink
2024-08-14,2024-08,Amex,BOLT                    LONDON,16.80,Transportation & Travel
2024-08-14,2024-08,Amex,LIME*PASS FZY2          LONDON,36.99,Transportation & Travel
2024-08-14,2024-08,Amex,LIME*PASS X23Q          LONDON,36.99,Transportation & Travel
2024-08-14,2024-08,Amex,LIME*RIDE FZY2          LONDON,3.77,Transportation & Travel
2024-08-14,2024-08,Amex,LIME*RIDE X23Q          LONDON,0.30,Transportation & Travel
2024-08-14,2024-08,Amex,LIME*RIDE X23Q          LONDON,3.31,Transportation & Travel
2024-08-14,2024-08,Amex,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,3.70,Transportation & Travel
2024-08-15,2024-08,Monzo,WETRANSFER* BB2119B7   +31208100779  NLD,-11.00,Entertainment & Subscriptions
2024-08-15,2024-08,Amex,Morris's of Bond Street London,26.00,Personal Care
2024-08-15,2024-08,Monzo,TfL Travel Charge      TFL.gov.uk/CP GBR,-3.70,Transportation & Travel
2024-08-15,2024-08,Amex,JOLENE HORNSEY ROAD (BA London,3.90,Transportation & Travel
2024-08-15,2024-08,Amex,JOLENE HORNSEY ROAD (BA London,15.20,Transportation & Travel
2024-08-15,2024-08,Amex,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,3.70,Transportation & Travel
2024-08-16,2024-08,Monzo,Zettle_*James Theory   Bath          GBR,-3.00,Miscellaneous
2024-08-16,2024-08,Monzo,HUMAN FOREST           +442081577491 GBR,-5.00,Miscellaneous
2024-08-16,2024-08,Monzo,HUMAN FOREST           +442081577491 GBR,5.00,Miscellaneous
2024-08-16,2024-08,Monzo,HUMAN FOREST           +442081577491 GBR,-1.90,Miscellaneous
2024-08-16,2024-08,Monzo,VMS Sally Lunns House  BATH          GBR,-58.74,Miscellaneous
2024-08-16,2024-08,Amex,LONDON CAMERA EXCHANGE  BATH,14.99,Shopping
2024-08-16,2024-08,Monzo,Broadway Cleaners       GREAT BRITAI GBR,-17.95,Shopping
2024-08-16,2024-08,Amex,FIRST GREATER WESTERN   SWINDON,6.80,Transportation & Travel
2024-08-16,2024-08,Amex,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,3.00,Transportation & Travel
2024-08-17,2024-08,Monzo,WAITROSE BA15AL 1      BATH          GBR,-80.00,Food & Drink
2024-08-17,2024-08,Amex,Upstairs at Landrace    Bath,20.20,Food & Drink
2024-08-17,2024-08,Amex,Upstairs at Landrace    Bath,56.10,Food & Drink
2024-08-17,2024-08,Amex,WAITROSE BATH           BATH,20.13,Food & Drink
2024-08-17,2024-08,Amex,ZETTLE *AVELLINO_S ITAL BATH,3.00,Food & Drink
2024-08-17,2024-08,Monzo,Zettle_*Druces Pressed Failand       GBR,-4.00,Food & Drink
2024-08-17,2024-08,Amex,BOOTS THE CHEMIST       BATH,3.40,Personal Care
2024-08-17,2024-08,Amex,BOOTS THE CHEMIST       BATH,5.10,Personal Care
2024-08-17,2024-08,Amex,BOOTS THE CHEMIST       BATH,27.99,Personal Care
2024-08-17,2024-08,Monzo,APPLE.COM/BILL         APPLE.COM/BIL IRL,-8.99,Shopping
2024-08-17,2024-08,Monzo,EE TOPUP  VESTA        EE.CO.UK      GBR,-10.00,Shopping
2024-08-17,2024-08,Monzo,EE TOPUP  VESTA        EE.CO.UK      GBR,-9.00,Shopping
2024-08-17,2024-08,Amex,APPLE.COM/BILL          HOLLYHILL,19.99,Shopping
2024-08-17,2024-08,Amex,WATERSTONES             BATH,8.99,Shopping
2024-08-17,2024-08,Monzo,,100.00,Uncategorized
2024-08-17,2024-08,Monzo,,9.00,Uncategorized
2024-08-18,2024-08,Monzo,Nintendo CA1256426593  Frankfurt am  DEU,-10.99,Entertainment & Subscriptions
2024-08-18,2024-08,Monzo,Nintendo CA1256476590  Frankfurt am  DEU,-12.99,Entertainment & Subscriptions
2024-08-18,2024-08,Amex,Bath Bun Tea Shoppe     Bath,18.70,Food & Drink
2024-08-18,2024-08,Amex,AMZNMKTPLACE*EE85V6S35  AMAZON.CO.UK,33.29,Shopping
2024-08-18,2024-08,Amex,ETSY UK                 LONDON,20.34,Shopping
2024-08-18,2024-08,Amex,TOAST UK                LONDON,59.00,Shopping
2024-08-18,2024-08,Monzo,Same Same But Differen Bath          GBR,-17.16,Uncategorized
2024-08-19,2024-08,Amex,THERMAE BATH SPA        BATH,5.00,Entertainment & Subscriptions
2024-08-19,2024-08,Amex,THERMAE BATH SPA        BATH,82.00,Entertainment & Subscriptions
2024-08-19,2024-08,Monzo,LA BAGUETTE            BATH BA1      GBR,-1.70,Food & Drink
2024-08-19,2024-08,Amex,Cafe Lucca              Bath,16.06,Food & Drink
2024-08-19,2024-08,Amex,WAITROSE BATH           BATH,1.25,Food & Drink
2024-08-19,2024-08,Amex,WAITROSE BATH           BATH,53.20,Food & Drink
2024-08-19,2024-08,Amex,JIGSAW BATH 006         BATH,52.00,Shopping
2024-08-19,2024-08,Monzo,Route one              Bath          GBR,-70.00,Shopping
2024-08-19,2024-08,Monzo,MGP*Vinted             London        GBR,-9.03,Shopping
2024-08-19,2024-08,Monzo,MGP*Vinted             London        GBR,-9.90,Shopping
2024-08-19,2024-08,Monzo,,1.00,Uncategorized
2024-08-20,2024-08,Amex,The Raven               Bath,2.80,Food & Drink
2024-08-20,2024-08,Amex,The Raven               Bath,7.40,Food & Drink
2024-08-20,2024-08,Amex,The Raven               Bath,22.80,Food & Drink
2024-08-20,2024-08,Amex,ZETTLE *LANDRACE BAKERY BATH,16.10,Food & Drink
2024-08-20,2024-08,Amex,Bath Old Books          Bath,37.00,Shopping
2024-08-20,2024-08,Monzo,MGP*Vinted             London        GBR,-5.36,Shopping
2024-08-20,2024-08,Monzo,MGP*Vinted             London        GBR,-4.91,Shopping
2024-08-20,2024-08,Monzo,MGP*Vinted             London        GBR,-46.60,Shopping
2024-08-20,2024-08,Monzo,MGP*Vinted             London        GBR,-12.00,Shopping
2024-08-20,2024-08,Monzo,DOROTHYHOUSEBRO        BATH          GBR,-25.00,Uncategorized
2024-08-21,2024-08,Amex,GAIL'S CROUCH END       LONDON,12.40,Food & Drink
2024-08-21,2024-08,Amex,M&S CROUCH END SIMPLY F LONDON,57.65,Food & Drink
2024-08-21,2024-08,Amex,ZETTLE *LANDRACE BAKERY BATH,21.05,Food & Drink
2024-08-21,2024-08,Amex,AMZNMKTPLACE            AMAZON.CO.UK,-29.80,Shopping
2024-08-21,2024-08,Monzo,MGP*Vinted             London        GBR,-6.98,Shopping
2024-08-21,2024-08,Monzo,MGP*Vinted             London        GBR,-19.35,Shopping
2024-08-21,2024-08,Monzo,MGP*Vinted             London        GBR,-9.90,Shopping
2024-08-21,2024-08,Monzo,MGP*Vinted             London        GBR,-7.61,Shopping
2024-08-21,2024-08,Monzo,MGP*Vinted             London        GBR,-8.60,Shopping
2024-08-21,2024-08,Amex,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,3.00,Transportation & Travel
2024-08-22,2024-08,Amex,PRIME VIDEO *HO2TY1105  353-12477661,7.99,Entertainment & Subscriptions
2024-08-22,2024-08,Monzo,Nintendo CA1258418703  Frankfurt am  DEU,-19.99,Entertainment & Subscriptions
2024-08-22,2024-08,Monzo,MGP*Vinted             London        GBR,-6.53,Shopping
2024-08-22,2024-08,Monzo,MGP*Vinted             London        GBR,-9.90,Shopping
2024-08-22,2024-08,Monzo,PPOINT_*CU CONVENIENCE London        GBR,-10.97,Shopping
2024-08-23,2024-08,Amex,TURNING EARTH LEYTON    LONDON,245.00,Entertainment & Subscriptions
2024-08-23,2024-08,Amex,GAIL'S BUCKINHAM PALACE LONDON,23.60,Food & Drink
2024-08-23,2024-08,Amex,QUEEN'S                 LONDON,7.50,Food & Drink
2024-08-23,2024-08,Amex,V&A                     LONDON,7.20,Food & Drink
2024-08-23,2024-08,Monzo,PAYROLL,1766.71,Income
2024-08-23,2024-08,Amex,AMZNMKTPLACE*AR41K5QI5  AMAZON.CO.UK,11.00,Shopping
2024-08-23,2024-08,Monzo,MGP*Vinted             London        GBR,-7.61,Shopping
2024-08-23,2024-08,Monzo,BUY 2 SAVE (GG) LTD    LONDON        GBR,-92.81,Shopping
2024-08-23,2024-08,Monzo,BUY 2 SAVE (GG) LTD    LONDON        GBR,-3.94,Shopping
2024-08-23,2024-08,Amex,UBER TRIP               HTTPS://HELP.UB,15.90,Transportation & Travel
2024-08-24,2024-08,Amex,ZETTLE *TURNING EARTH C LONDON,40.50,Entertainment & Subscriptions
2024-08-24,2024-08,Amex,M&S CROUCH END SIMPLY F LONDON,35.25,Food & Drink
2024-08-24,2024-08,Monzo,MGP*Vinted             London        GBR,-17.25,Shopping
2024-08-24,2024-08,Monzo,MGP*Vinted             London        GBR,-27.75,Shopping
2024-08-24,2024-08,Monzo,MGP*Vinted             London        GBR,-10.95,Shopping
2024-08-25,2024-08,Monzo,Adobe                  ADOBE.LY/BILL IRL,-19.97,Entertainment & Subscriptions
2024-08-25,2024-08,Amex,GAIL'S CROUCH END       LONDON,14.85,Food & Drink
2024-08-25,2024-08,Monzo,EE TOPUP  VESTA        EE.CO.UK      GBR,-10.00,Shopping
2024-08-25,2024-08,Amex,Crouch end hardware     London,5.98,Shopping
2024-08-25,2024-08,Monzo,HART & SONS  DORSET  L Sturminster N GBR,-187.20,Uncategorized
2024-08-26,2024-08,Monzo,SAINSBURYS SUPERMARKET CAMDEN        GBR,-1.80,Food & Drink
2024-08-26,2024-08,Amex,Comptoir                London,64.24,Food & Drink
2024-08-26,2024-08,Amex,THE DUSTY KNUCKLE       London,23.70,Food & Drink
2024-08-26,2024-08,Amex,LIME*PASS FZY2          LONDON,36.99,Transportation & Travel
2024-08-26,2024-08,Amex,LIME*RIDE FZY2          LONDON,24.52,Transportation & Travel
2024-08-26,2024-08,Amex,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,1.90,Transportation & Travel
2024-08-26,2024-08,Monzo,TfL Travel Charge      TFL.gov.uk/CP GBR,-1.80,Transportation & Travel
2024-08-26,2024-08,Amex,LONDON BRIDGE CONFECTIO LONDON,4.99,Uncategorized
2024-08-27,2024-08,Amex,3CPAYMENT*PRET A MANGER LONDON,5.50,Food & Drink
2024-08-27,2024-08,Amex,Crouch End Greens LTD   London,4.93,Food & Drink
2024-08-27,2024-08,Amex,M&S CROUCH END SIMPLY F LONDON,38.85,Food & Drink
2024-08-27,2024-08,Amex,ZETTLE *LOST GRAVITY    LONDON,3.00,Food & Drink
2024-08-27,2024-08,Amex,SIDNEY ROSE             LONDON,4.39,Shopping
2024-08-27,2024-08,Monzo,MGP*Vinted             London        GBR,-10.05,Shopping
2024-08-27,2024-08,Amex,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,3.70,Transportation & Travel
2024-08-28,2024-08,Amex,ZETTLE *TURNING EARTH C LONDON,18.00,Entertainment & Subscriptions
2024-08-28,2024-08,Amex,SAINSBURYS ONLINE       LONDON,-1.50,Food & Drink
2024-08-28,2024-08,Amex,SAINSBURYS ONLINE       LONDON,74.26,Food & Drink
2024-08-28,2024-08,Amex,WAITROSE CROUCH END     CROUCH END,22.65,Food & Drink
2024-08-28,2024-08,Monzo,PPOINT_*ASEES FOOD AND London        GBR,-4.99,Food & Drink
2024-08-28,2024-08,Amex,LIME*PASS X23Q          LONDON,36.99,Transportation & Travel
2024-08-28,2024-08,Amex,LIME*RIDE X23Q          LONDON,0.58,Transportation & Travel
2024-08-28,2024-08,Amex,LIME*RIDE X23Q          LONDON,2.16,Transportation & Travel
2024-08-28,2024-08,Monzo,300 0110 745176066,-41.62,Uncategorized
2024-08-28,2024-08,Monzo,,-400.00,Uncategorized
2024-08-28,2024-08,Monzo,G KAYE & J WALDREN T/A LONDON N8     GBR,-110.00,Uncategorized
2024-08-28,2024-08,Monzo,Flex,321.14,Utilities & Bills
2024-08-29,2024-08,Monzo,GOOGLE *Google One     650-253-0000  GBR,-7.94,Entertainment & Subscriptions
2024-08-29,2024-08,Amex,J and R Kiosk           London,1.30,Food & Drink
2024-08-29,2024-08,Monzo,CO-OP GROUP FOOD       LONDON        GBR,-4.50,Food & Drink
2024-08-29,2024-08,Monzo,BUTTERANDCRUST         LONDON        GBR,-20.04,Food & Drink
2024-08-29,2024-08,Monzo,Payroll Aug 2024,3854.32,Income
2024-08-30,2024-08,Monzo,J and R Kiosk          London        GBR,-1.30,Food & Drink
2024-08-30,2024-08,Amex,PAYMENT RECEIVED - THANK YOU,-3277.14,Income
2024-08-30,2024-08,Monzo,TfL Travel Charge      TFL.gov.uk/CP GBR,-2.70,Transportation & Travel
2024-08-30,2024-08,Monzo,9TA94DV,-18.45,Uncategorized
2024-08-30,2024-08,Monzo,PB261086276924814,-3277.14,Uncategorized
2024-08-30,2024-08,Monzo,,-744.00,Uncategorized
2024-08-30,2024-08,Monzo,Flex,744.52,Utilities & Bills
2024-08-31,2024-08,Monzo,AMZNMktplace           amazon.co.uk  GBR,-3.99,Shopping
2024-08-31,2024-08,Monzo,PWBT1725104513320,-70.69,Uncategorized
2024-09-01,2024-09,Monzo,Spotify                London        GBR,-19.99,Entertainment & Subscriptions
2024-09-01,2024-09,Monzo,KEMSING PREMIER        SEVENOAKS     GBR,-3.24,Food & Drink
2024-09-01,2024-09,Amex,COSTA SEVENOAKS RAILWAY SEVENOAKS,6.40,Food & Drink
2024-09-01,2024-09,Amex,FIVE GUYS JV LTD        LONDON,30.15,Food & Drink
2024-09-01,2024-09,Amex,THE MOUNT VINEYARD      LONDON,35.89,Food & Drink
2024-09-01,2024-09,Monzo,MOUNT VINEYARD (BAR &    GREAT BRITA GBR,-11.47,Food & Drink
2024-09-01,2024-09,Amex,AMZNMKTPLACE*FO7WA4GS5  AMAZON.CO.UK,91.14,Shopping
2024-09-01,2024-09,Amex,AMZNMKTPLACE*L33623285  AMAZON.CO.UK,18.99,Shopping
2024-09-01,2024-09,Amex,BOBBIBROWN.CO.UK        LONDON,123.00,Shopping
2024-09-01,2024-09,Amex,DECIEM UK LTD.          LONDON,73.10,Shopping
2024-09-01,2024-09,Amex,RYOHIN KEIKAKU EUROPE L LONDON,18.90,Shopping
2024-09-01,2024-09,Amex,UNIQLO EUROPE LTD       LONDON,55.40,Shopping
2024-09-01,2024-09,Amex,LIME*RIDE FZY2          LONDON,9.86,Transportation & Travel
2024-09-01,2024-09,Amex,TRAINLINE trainline     LONDON,21.10,Transportation & Travel
2024-09-01,2024-09,Amex,ARKNET                  LONDON,27.00,Uncategorized
2024-09-01,2024-09,Amex,ARKNET                  LONDON,37.00,Uncategorized
2024-09-02,2024-09,Amex,AMAZON PRIME*FG4A58UJ5  AMZN.CO.UK/PM,8.99,Entertainment & Subscriptions
2024-09-02,2024-09,Monzo,MARKS&SPENCER PLC SF   CHANCERY LANE GBR,-8.20,Food & Drink
2024-09-02,2024-09,Monzo,TfL Travel Charge      TFL.gov.uk/CP GBR,-9.90,Transportation & Travel
2024-09-03,2024-09,Amex,OPENAI *CHATGPT SUBSCR  SAN FRANCISCO,18.83,Entertainment & Subscriptions
2024-09-03,2024-09,Monzo,J and R Kiosk          London        GBR,-1.30,Food & Drink
2024-09-03,2024-09,Monzo,MARKS&SPENCER PLC SF   CHANCERY LANE GBR,-10.40,Food & Drink
2024-09-03,2024-09,Amex,PAYMENT RECEIVED - THANK YOU,-342.78,Income
2024-09-03,2024-09,Monzo,PB404161063229499,-342.78,Uncategorized
2024-09-04,2024-09,Monzo,MARKS&SPENCER PLC SF   CHANCERY LANE GBR,-8.20,Food & Drink
2024-09-04,2024-09,Monzo,SAINSBURYS             LONDON        GBR,-2.20,Food & Drink
2024-09-04,2024-09,Monzo,MARKS&SPENCER PLC SF   CROUCH END    GBR,-11.40,Food & Drink
2024-09-04,2024-09,Monzo,WAITROSE               LONDON        GBR,-5.40,Food & Drink
2024-09-04,2024-09,Monzo,SQ *POPHAMS HACKNEY    London        GBR,-3.80,Food & Drink
2024-09-04,2024-09,Monzo,CONNOLLY/ EXPENSES,239.35,Shopping
2024-09-04,2024-09,Monzo,SIDNEY ROSE            LONDON  W1S   GBR,-5.98,Shopping
2024-09-04,2024-09,Monzo,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,-3.70,Transportation & Travel
2024-09-04,2024-09,Monzo,TfL Travel Charge      TFL.gov.uk/CP GBR,-2.80,Transportation & Travel
2024-09-04,2024-09,Monzo,LIME*PASS FZY2         LONDON        GBR,-36.99,Transportation & Travel
2024-09-05,2024-09,Monzo,PRET A MANGER          HULL          GBR,-10.59,Food & Drink
2024-09-05,2024-09,Monzo,CAFFE NERO 86 HIGH HOL LONDON        GBR,-3.98,Food & Drink
2024-09-05,2024-09,Monzo,J and R Kiosk          London        GBR,-1.30,Food & Drink
2024-09-05,2024-09,Monzo,Crouch End Greens LTD  London        GBR,-10.75,Food & Drink
2024-09-05,2024-09,Monzo,FOTO PLUS              LONDON  N8 8  GBR,-2.00,Shopping
2024-09-05,2024-09,Monzo,SumUp  *The martial ac Tilbury       GBR,-10.00,Shopping
2024-09-05,2024-09,Monzo,LIME*PAYOFF X23Q       LONDON        GBR,-1.45,Transportation & Travel
2024-09-05,2024-09,Monzo,LIME*AUTH X23Q         LONDON        GBR,-10.00,Transportation & Travel
2024-09-05,2024-09,Monzo,LIME*RIDE X23Q         LONDON        GBR,3.78,Transportation & Travel
2024-09-05,2024-09,Monzo,LIME*RIDE X23Q         LONDON        GBR,8.13,Transportation & Travel
2024-09-05,2024-09,Monzo,LIME*PASS X23Q         LONDON        GBR,-36.99,Transportation & Travel
2024-09-06,2024-09,Monzo,J and R Kiosk          London        GBR,-1.30,Food & Drink
2024-09-06,2024-09,Monzo,J and R Kiosk          London        GBR,-1.00,Food & Drink
2024-09-06,2024-09,Monzo,WAITROSE               LONDON        GBR,-6.61,Food & Drink
2024-09-06,2024-09,Monzo,TfL Travel Charge      TFL.gov.uk/CP GBR,-12.30,Transportation & Travel
2024-09-06,2024-09,Monzo,TfL Travel Charge      TFL.gov.uk/CP GBR,-3.70,Transportation & Travel
2024-09-06,2024-09,Monzo,SQ *JOLENE HORNSEY ROA London        GBR,-15.20,Transportation & Travel
2024-09-07,2024-09,Monzo,MARKS&SPENCER PLC SF   CROUCH END    GBR,-17.80,Food & Drink
2024-09-07,2024-09,Monzo,WAITROSE               LONDON        GBR,-27.30,Food & Drink
2024-09-07,2024-09,Monzo,LS The Wells Tavern    London        GBR,-8.20,Food & Drink
2024-09-08,2024-09,Monzo,CLOCKTOWER GREENS      LONDON        GBR,-4.58,Food & Drink
2024-09-08,2024-09,Monzo,WAITROSE               LONDON        GBR,-14.85,Food & Drink
2024-09-08,2024-09,Monzo,PPOINT_*CU CONVENIENCE London        GBR,-6.49,Shopping
2024-09-08,2024-09,Monzo,Zettle_*But First Coff London        GBR,-6.60,Uncategorized
2024-09-08,2024-09,Monzo,Zettle_*But First Coff London        GBR,-2.40,Uncategorized
2024-09-08,2024-09,Monzo,,-40.00,Uncategorized
2024-09-09,2024-09,Amex,"DISNEY PLUS             HAMMERSMITH, LO",7.99,Entertainment & Subscriptions
2024-09-09,2024-09,Monzo,e5 Bakehouse Ltd       London        GBR,-9.30,Food & Drink
2024-09-09,2024-09,Monzo,e5 Bakehouse Ltd       London        GBR,-4.10,Food & Drink
2024-09-09,2024-09,Monzo,MARKS&SPENCER PLC SF   CHANCERY LANE GBR,-8.20,Food & Drink
2024-09-09,2024-09,Monzo,J and R Kiosk          London        GBR,-1.00,Food & Drink
2024-09-09,2024-09,Monzo,1 Montenotte Rent,-2100.00,Housing & Rent
2024-09-09,2024-09,Monzo,,2100.00,Uncategorized
2024-09-09,2024-09,Monzo,,303.18,Uncategorized
2024-09-09,2024-09,Monzo,,-115.00,Uncategorized
2024-09-09,2024-09,Monzo,WWW.HARINGEY.GOV.UK    LONDON        GBR,-561.00,Utilities & Bills
2024-09-10,2024-09,Monzo,J and R Kiosk          London        GBR,-1.30,Food & Drink
2024-09-10,2024-09,Monzo,J and R Kiosk          London        GBR,-1.00,Food & Drink
2024-09-10,2024-09,Monzo,SumUp  *Nkora Limited  St Albans     GBR,-9.10,Shopping
2024-09-11,2024-09,Monzo,Zettle_*Chiriac music  LONDON        GBR,-5.00,Entertainment & Subscriptions
2024-09-11,2024-09,Monzo,MARKS&SPENCER PLC SF   CHANCERY LANE GBR,-8.20,Food & Drink
2024-09-11,2024-09,Monzo,PRET A MANGER          LONDON        GBR,-5.50,Food & Drink
2024-09-11,2024-09,Monzo,Jessops                London        GBR,-1.58,Shopping
2024-09-11,2024-09,Monzo,Klarna                \Aviation House 125 Kingsway\London       \WC2B 6NH     GBR,1979.00,Shopping
2024-09-11,2024-09,Monzo,SumUp  *Nkora Limited  St Albans     GBR,-11.80,Shopping
2024-09-11,2024-09,Monzo,APPLE.COM/BILL         APPLE.COM/BIL IRL,-8.99,Shopping
2024-09-11,2024-09,Amex,AMZNMKTPLACE*YI3WH3SB5  AMAZON.CO.UK,12.99,Shopping
2024-09-11,2024-09,Monzo,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,-3.70,Transportation & Travel
2024-09-11,2024-09,Monzo,,-1900.00,Uncategorized
2024-09-11,2024-09,Monzo,,-150.00,Uncategorized
2024-09-11,2024-09,Monzo,THATS SHOE BUSINESS    LONDON EC1N   GBR,-3.50,Uncategorized
2024-09-12,2024-09,Monzo,Zettle_*TURNING EARTH  LONDON        GBR,-20.00,Entertainment & Subscriptions
2024-09-12,2024-09,Monzo,J and R Kiosk          London        GBR,-1.30,Food & Drink
2024-09-12,2024-09,Monzo,PPOINT_*CU CONVENIENCE London        GBR,-1.59,Shopping
2024-09-12,2024-09,Monzo,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,-6.00,Transportation & Travel
2024-09-12,2024-09,Monzo,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,-5.80,Transportation & Travel
2024-09-13,2024-09,Monzo,PRET A MANGER          LONDON        GBR,-5.50,Food & Drink
2024-09-13,2024-09,Monzo,PRET A MANGER          LONDON        GBR,-3.90,Food & Drink
2024-09-13,2024-09,Monzo,MARKS&SPENCER PLC SF   CROUCH END    GBR,-8.00,Food & Drink
2024-09-13,2024-09,Monzo,WAITROSE               LONDON        GBR,-1.35,Food & Drink
2024-09-13,2024-09,Monzo,Trainline.Com          London        GBR,-5.25,Transportation & Travel
2024-09-13,2024-09,Monzo,,200.00,Uncategorized
2024-09-14,2024-09,Monzo,BUCCLEUCH GARDENS CAFE RICHMOND      GBR,-2.00,Food & Drink
2024-09-14,2024-09,Monzo,WAITROSE               LONDON        GBR,-13.13,Food & Drink
2024-09-14,2024-09,Monzo,PETERSHAM NURSERIES CA RICHMOND      GBR,-22.78,Food & Drink
2024-09-14,2024-09,Monzo,RYMAN 1014             LONDON        GBR,-0.99,Shopping
2024-09-14,2024-09,Monzo,LIME*PAYOFF X23Q       LONDON        GBR,-6.38,Transportation & Travel
2024-09-14,2024-09,Monzo,LIME*PASS X23Q         LONDON        GBR,-36.99,Transportation & Travel
2024-09-14,2024-09,Monzo,Trainline.Com          London        GBR,-5.25,Transportation & Travel
2024-09-14,2024-09,Monzo,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,-2.70,Transportation & Travel
2024-09-14,2024-09,Monzo,LIME*PASS FZY2         LONDON        GBR,-36.99,Transportation & Travel
2024-09-14,2024-09,Monzo,SHELL Grosvenor Road   London        GBR,-1.49,Transportation & Travel
2024-09-14,2024-09,Monzo,,140.00,Uncategorized
2024-09-14,2024-09,Monzo,WWW.VOXI.CO.UK         NEWBURY       GBR,-10.00,Utilities & Bills
2024-09-15,2024-09,Monzo,SQUARESPACE INC.       NEW YORK      USA,0.00,Entertainment & Subscriptions
2024-09-15,2024-09,Monzo,SQSP* INV149696583     NEW YORK      USA,-13.44,Entertainment & Subscriptions
